,text,Label
12342,Lags in multi player match,"(Category tensor(1), tensor(1), tensor([0.0295, 0.9705]))"
12343,Nice,"(Category tensor(1), tensor(1), tensor([0.3338, 0.6662]))"
12344,Wow,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
12345,"Play snake.io too it also like slither.io but it has so many skins like unicorn,Dragon,puppy,bear,rainbow etc.","(Category tensor(1), tensor(1), tensor([0.0041, 0.9959]))"
12346,Ars try to the ttyt rtexgydx,"(Category tensor(1), tensor(1), tensor([4.5874e-04, 9.9954e-01]))"
12347,I like this game good,"(Category tensor(1), tensor(1), tensor([0.0099, 0.9901]))"
12348,4 because its so anoyying when u kill a person and another snake takes the food,"(Category tensor(1), tensor(1), tensor([0.2682, 0.7318]))"
12349,Good game,"(Category tensor(1), tensor(1), tensor([0.1556, 0.8444]))"
12350,I love this game very much my name is SMT TANUJ KING PRO,"(Category tensor(1), tensor(1), tensor([0.0013, 0.9987]))"
12351,I like it,"(Category tensor(1), tensor(1), tensor([0.1768, 0.8232]))"
12352,YEAH BOIIIIIIIII!!!!!!!!!!!!!!!!!!!!!!!!!!!!😄😄😄😄😄😄😐😐😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄,"(Category tensor(1), tensor(1), tensor([8.8928e-06, 9.9999e-01]))"
12353,He is a good game but is not hard,"(Category tensor(1), tensor(1), tensor([0.0059, 0.9941]))"
12354,Its nice game,"(Category tensor(1), tensor(1), tensor([0.0075, 0.9925]))"
12355,Nobada 😁😁😁😆😆😆,"(Category tensor(1), tensor(1), tensor([4.2817e-06, 1.0000e+00]))"
12356,Yea no,"(Category tensor(1), tensor(1), tensor([0.1677, 0.8323]))"
12357,Excellent,"(Category tensor(1), tensor(1), tensor([0.2514, 0.7486]))"
12358,Bestest game,"(Category tensor(1), tensor(1), tensor([0.3035, 0.6965]))"
12359,this game is so bad,"(Category tensor(1), tensor(1), tensor([0.0277, 0.9723]))"
12360,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
12361,Its a good game but always keep hanging,"(Category tensor(0), tensor(0), tensor([0.6093, 0.3907]))"
12362,nice i love it okk,"(Category tensor(1), tensor(1), tensor([0.0516, 0.9484]))"
12363,I love this games because😅I was play Not a funny we go red colour wall just round likes circles 👌,"(Category tensor(1), tensor(1), tensor([1.1084e-04, 9.9989e-01]))"
12364,Wow,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
12365,Good game I think it could be a bit easier,"(Category tensor(1), tensor(1), tensor([0.0022, 0.9978]))"
12366,I like,"(Category tensor(1), tensor(1), tensor([0.3281, 0.6719]))"
12367,Slither io. Is so fun but can you please not have coupeters,"(Category tensor(1), tensor(1), tensor([8.8845e-04, 9.9911e-01]))"
12368,Cool slither.io,"(Category tensor(1), tensor(1), tensor([0.1256, 0.8744]))"
12369,I like this game cuz if u want to practise u can play agaist AI,"(Category tensor(1), tensor(1), tensor([5.9828e-05, 9.9994e-01]))"
12370,Fun🍞,"(Category tensor(1), tensor(1), tensor([0.0501, 0.9499]))"
12371,Good game,"(Category tensor(1), tensor(1), tensor([0.1556, 0.8444]))"
12372,Super this game is very interesting,"(Category tensor(1), tensor(1), tensor([0.0686, 0.9314]))"
12373,Very nice game,"(Category tensor(1), tensor(1), tensor([0.0244, 0.9756]))"
12374,Nice,"(Category tensor(1), tensor(1), tensor([0.3338, 0.6662]))"
12375,Sabse Achcha game Mujhe Meri Bahan ki id hai to yah Main Hun Anshu,"(Category tensor(1), tensor(1), tensor([1.7669e-07, 1.0000e+00]))"
12376,I like this game,"(Category tensor(1), tensor(1), tensor([0.0670, 0.9330]))"
12377,Achi hai this is amazing game but big snake is slow please fix the problem,"(Category tensor(1), tensor(1), tensor([0.0023, 0.9977]))"
12378,I love this app and how much you can do on it. AWESOME!,"(Category tensor(1), tensor(1), tensor([0.0166, 0.9834]))"
12379,"Once I lose, it gives me ads. I hate it","(Category tensor(1), tensor(1), tensor([0.0220, 0.9780]))"
12380,Ok so first off this is a really great game and if i ever uninstall it it will be because i need more storage space.EDIT: i lied about that. The reason i have 4 stars is because there was this one ad that showed every time i died and it is an ad for a shoe store so im probably never gonna need it so maybe add a feature where we can either customise ads or report ads(for being repetitive). if i could give 4.5 stars i would because this game is too good for just 4 but also the thing with the ad.,"(Category tensor(1), tensor(1), tensor([0.0022, 0.9978]))"
12381,IT IS TURTLEY FUN!!🐢,"(Category tensor(1), tensor(1), tensor([3.7218e-05, 9.9996e-01]))"
12382,Ehhhhh Its ok,"(Category tensor(1), tensor(1), tensor([0.0373, 0.9627]))"
12383,"Okay, my daughter broke her iPad raging at this game could you not make it so difficult. Thank you","(Category tensor(1), tensor(1), tensor([0.0560, 0.9440]))"
12384,"A fun and simple game BUUUTTTT its a little laggy,So if u have a bad tamper then u might just dislike this game","(Category tensor(1), tensor(1), tensor([0.0317, 0.9683]))"
12385,oks to,"(Category tensor(0), tensor(0), tensor([0.6957, 0.3043]))"
12386,So slow doesn't move with you,"(Category tensor(1), tensor(1), tensor([0.0124, 0.9876]))"
12387,"Your controls are complete garbage. Go back to programming school you scrubs. A bum has better control on his alcoholism, and that's not saying a whole lot.","(Category tensor(1), tensor(1), tensor([0.0285, 0.9715]))"
12388,Amazing 5 stars ⭐⭐⭐⭐⭐⭐🌟⭐🌟🌟🌟🌟🌟🌟,"(Category tensor(1), tensor(1), tensor([2.2782e-04, 9.9977e-01]))"
12389,This is too impossible cuz the pro players are killing me quickly about a thousand time,"(Category tensor(1), tensor(1), tensor([0.0019, 0.9981]))"
12390,I love the game,"(Category tensor(1), tensor(1), tensor([0.0819, 0.9181]))"
12391,Fantastic,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
12392,🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕11🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬0😭😭😭😭😭😭😭😭,"(Category tensor(1), tensor(1), tensor([3.8790e-04, 9.9961e-01]))"
12393,The game is great but can u put speed the same as bot mod player mode is a little slow But other than that its great:)😀😀😀😉😘😇👈,"(Category tensor(1), tensor(1), tensor([3.2027e-07, 1.0000e+00]))"
12394,Odlicna igra !!!,"(Category tensor(1), tensor(1), tensor([2.0803e-04, 9.9979e-01]))"
12395,Fun,"(Category tensor(1), tensor(1), tensor([0.1781, 0.8219]))"
12396,Steve jobs was 5 cigs.628382 Even if I can go Wii and witty27th 3710th 271 River 15,"(Category tensor(1), tensor(1), tensor([0.0032, 0.9968]))"
12397,Garbage,"(Category tensor(1), tensor(1), tensor([0.3893, 0.6107]))"
12398,Hehe boyyyy,"(Category tensor(1), tensor(1), tensor([0.0071, 0.9929]))"
12399,Entertaining,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
12400,I think its a really good game I feel so mad tho when I die ugy but its all good :),"(Category tensor(1), tensor(1), tensor([1.8219e-04, 9.9982e-01]))"
12401,This game is amazing i kill alot of worms its like soo fun try it,"(Category tensor(1), tensor(1), tensor([0.0030, 0.9970]))"
12402,Fun is forever 😉,"(Category tensor(1), tensor(1), tensor([0.0013, 0.9987]))"
12403,yas,"(Category tensor(1), tensor(1), tensor([0.2267, 0.7733]))"
12404,"A ton of ads and an annoying start up sound but 12 billion times better than any other. Would recommend, 9.7/10.","(Category tensor(1), tensor(1), tensor([6.0612e-04, 9.9939e-01]))"
12405,"Great app but I have a problem after recording the vocal with karoake offline sounds good either with panoramic surround or concert but when i save the audio it turns back to normal ones ? Is it cause im using a free version, How much should i pay for the full version ?","(Category tensor(1), tensor(1), tensor([3.0920e-04, 9.9969e-01]))"
12406,ابنملم,"(Category tensor(1), tensor(1), tensor([0.2267, 0.7733]))"
12407,Best App,"(Category tensor(1), tensor(1), tensor([0.2261, 0.7739]))"
12408,Very good,"(Category tensor(1), tensor(1), tensor([0.0231, 0.9769]))"
12409,❤❤,"(Category tensor(1), tensor(1), tensor([0.1698, 0.8302]))"
12410,An fabulous app,"(Category tensor(1), tensor(1), tensor([0.0132, 0.9868]))"
12411,Subscribe my YouTube channel ((Kuch naya Gaate hain)) My music my song my lyrics🎧 🎤 Support now,"(Category tensor(1), tensor(1), tensor([3.8735e-06, 1.0000e+00]))"
12412,Very good app,"(Category tensor(1), tensor(1), tensor([0.0073, 0.9927]))"
12413,Yas,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
12414,Very nice. I like this app😍😍,"(Category tensor(1), tensor(1), tensor([2.1093e-04, 9.9979e-01]))"
12415,such a beautiful ui & helpful app...,"(Category tensor(1), tensor(1), tensor([8.2603e-06, 9.9999e-01]))"
12416,I like the app just that the audio compressed should be at least 5%,"(Category tensor(1), tensor(1), tensor([0.0038, 0.9962]))"
12417,Maa kosom belek mojja,"(Category tensor(1), tensor(1), tensor([7.2305e-04, 9.9928e-01]))"
12418,best application i seen ever,"(Category tensor(1), tensor(1), tensor([0.0456, 0.9544]))"
12419,Nice,"(Category tensor(1), tensor(1), tensor([0.3338, 0.6662]))"
12420,Its very usefull,"(Category tensor(1), tensor(1), tensor([0.0090, 0.9910]))"
12421,😎🤓😎,"(Category tensor(1), tensor(1), tensor([0.0460, 0.9540]))"
12422,Gooooood b mola,"(Category tensor(1), tensor(1), tensor([2.9497e-04, 9.9971e-01]))"
12423,"4 stars because when you scan, it will say 1 risk found, and It will tell you to turn on web protection. So I did that, and 2 hours later, I scanned again, but it still said to turn on web protection, even though it was already on. Please fix","(Category tensor(1), tensor(1), tensor([0.0340, 0.9660]))"
12424,"So far so good, it's been working thanks.","(Category tensor(1), tensor(1), tensor([0.0499, 0.9501]))"
12425,"Works well,...does the job.","(Category tensor(1), tensor(1), tensor([0.0771, 0.9229]))"
12426,Superb,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
12427,I love this app because this app helps me when I am in a problem.💕💕💕💕💕💕💕 Thank you.install this app.,"(Category tensor(1), tensor(1), tensor([5.7142e-04, 9.9943e-01]))"
12428,Best,"(Category tensor(1), tensor(1), tensor([0.1246, 0.8754]))"
12429,👌👌👌👌👌👌👌👌,"(Category tensor(1), tensor(1), tensor([0.1121, 0.8879]))"
12430,Good and excellent app,"(Category tensor(1), tensor(1), tensor([0.1240, 0.8760]))"
12431,Awesome,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
12432,Good app solid through years of use.,"(Category tensor(1), tensor(1), tensor([0.0457, 0.9543]))"
12433,The app is really quick...it detects malware in minutes,"(Category tensor(1), tensor(1), tensor([0.0148, 0.9852]))"
12434,Excellent,"(Category tensor(1), tensor(1), tensor([0.2514, 0.7486]))"
12435,Fast scan check and boost is good to go. Decent app and pretty fast. 4 stars because not alot of ads and pretty quick to fix up my phone. Wish there was a shortcut widget tho.,"(Category tensor(1), tensor(1), tensor([2.7561e-04, 9.9972e-01]))"
12436,"I have a question,does this app scans accounts also for viruses. Anyways, a good app","(Category tensor(1), tensor(1), tensor([3.4508e-04, 9.9965e-01]))"
12437,"Avg Pro has kept me safe for years, use the free version before that with the same result. Will","(Category tensor(1), tensor(1), tensor([0.1882, 0.8118]))"
12438,These app make my phone clean,"(Category tensor(1), tensor(1), tensor([0.0434, 0.9566]))"
12439,Awesome,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
12440,my favorite,"(Category tensor(1), tensor(1), tensor([0.1234, 0.8766]))"
12441,Keeps my phone clean and running smoothly,"(Category tensor(0), tensor(0), tensor([0.6077, 0.3923]))"
12442,Really good!,"(Category tensor(1), tensor(1), tensor([0.0090, 0.9910]))"
12443,Best,"(Category tensor(1), tensor(1), tensor([0.1246, 0.8754]))"
12444,Excellent,"(Category tensor(1), tensor(1), tensor([0.2514, 0.7486]))"
12445,Good stuff,"(Category tensor(1), tensor(1), tensor([0.1584, 0.8416]))"
12446,"Great anti-virus product. The call blocker is easy to use, and really lets you block those annoying calls and scam calls. Update: it still does a great job, but it looks like the call blocker has been removed. The call blocker was one of my favorite parts, it really helped block those annoying robocalls.","(Category tensor(1), tensor(1), tensor([1.4633e-04, 9.9985e-01]))"
12447,Very good,"(Category tensor(1), tensor(1), tensor([0.0231, 0.9769]))"
12448,Fantastic peace of mind👍,"(Category tensor(1), tensor(1), tensor([0.0046, 0.9954]))"
12449,This anti-virus works perfectly!,"(Category tensor(1), tensor(1), tensor([0.0014, 0.9986]))"
12450,Excellentes,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
12451,It is really awesome and workable.,"(Category tensor(1), tensor(1), tensor([0.0151, 0.9849]))"
12452,Trusted AVG for years,"(Category tensor(1), tensor(1), tensor([0.0110, 0.9890]))"
12453,Excellent,"(Category tensor(1), tensor(1), tensor([0.2514, 0.7486]))"
